STATcube;;;;
;;;;
Versorgungsbilanz für Fleisch nach Arten ab 1994 in Tonnen (Q);;;;
Produkte nach Werte nach Jahr;;;;
Zählt: BRUTTOEIGENERZEUGUNG, Einfuhr lebender Tiere, Ausfuhr lebender Tiere, NETTOERZEUGUNG, Anfangsbestand, Endbestand, Einfuhr, Ausfuhr, INLANDSVERBRAUCH, Inlandsverbrauch pro Kopf in kg, SELBSTVERSORGUNGSGRAD in %, Menschlicher Verzehr, Menschlicher Verzehr pro Kopf in kg;;;;
;;;;
Produkte;Werte;Jahr;Anzahl;Anmerkungen
Innereien;Ausfuhr lebender Tiere;2014;3438;
Innereien;Ausfuhr lebender Tiere;2015;3081;
Innereien;Ausfuhr lebender Tiere;2016;3217;
Innereien;Ausfuhr lebender Tiere;2017;3254;
Innereien;Ausfuhr lebender Tiere;2018;2928;
Innereien;NETTOERZEUGUNG;2019;71893;
Innereien;NETTOERZEUGUNG;2020;70709;
Innereien;NETTOERZEUGUNG;2021;70498;
Innereien;NETTOERZEUGUNG;2022;68449;
Innereien;NETTOERZEUGUNG;2023;66554;
Innereien;NETTOERZEUGUNG;1994;28713;
Innereien;NETTOERZEUGUNG;1995;43194;
Innereien;NETTOERZEUGUNG;1996;46364;
Innereien;NETTOERZEUGUNG;1998;45589;
Innereien;NETTOERZEUGUNG;1999;47194;
Innereien;NETTOERZEUGUNG;1997;45072;
Innereien;NETTOERZEUGUNG;2000;46545;
Innereien;NETTOERZEUGUNG;2001;46707;
Innereien;NETTOERZEUGUNG;2002;47606;
Innereien;NETTOERZEUGUNG;2003;50814;
Innereien;NETTOERZEUGUNG;2004;54319;
Innereien;NETTOERZEUGUNG;2006;55014;
Innereien;NETTOERZEUGUNG;2005;53870;
Innereien;NETTOERZEUGUNG;2007;56703;
Innereien;NETTOERZEUGUNG;2008;57235;
Innereien;NETTOERZEUGUNG;2010;54783;
Innereien;NETTOERZEUGUNG;2009;54156;
Innereien;NETTOERZEUGUNG;2011;54432;
Innereien;NETTOERZEUGUNG;2012;53542;
Innereien;NETTOERZEUGUNG;2013;57459;
Innereien;NETTOERZEUGUNG;2014;70676;
Innereien;NETTOERZEUGUNG;2015;71894;
Innereien;NETTOERZEUGUNG;2016;71531;
Innereien;NETTOERZEUGUNG;2017;70983;
Innereien;NETTOERZEUGUNG;2018;72275;
Innereien;Anfangsbestand;2019;-;
Innereien;Anfangsbestand;2020;-;
Innereien;Anfangsbestand;2021;-;
Innereien;Anfangsbestand;2022;-;
Innereien;Anfangsbestand;2023;-;
Innereien;Anfangsbestand;1994;-;
Innereien;Anfangsbestand;1995;-;
Innereien;Anfangsbestand;1996;-;
Innereien;Anfangsbestand;1998;-;
Innereien;Anfangsbestand;1999;-;
Innereien;Anfangsbestand;1997;-;
Innereien;Anfangsbestand;2000;-;
Innereien;Anfangsbestand;2001;-;
Innereien;Anfangsbestand;2002;-;
Innereien;Anfangsbestand;2003;-;
Innereien;Anfangsbestand;2004;-;
Innereien;Anfangsbestand;2006;-;
Innereien;Anfangsbestand;2005;-;
Innereien;Anfangsbestand;2007;-;
Innereien;Anfangsbestand;2008;-;
Innereien;Anfangsbestand;2010;-;
Innereien;Anfangsbestand;2009;-;
Innereien;Anfangsbestand;2011;-;
Innereien;Anfangsbestand;2012;-;
Innereien;Anfangsbestand;2013;-;
Innereien;Anfangsbestand;2014;-;
Innereien;Anfangsbestand;2015;-;
Innereien;Anfangsbestand;2016;-;
Innereien;Anfangsbestand;2017;-;
Innereien;Anfangsbestand;2018;-;
Innereien;Endbestand;2019;-;
Innereien;Endbestand;2020;-;
Innereien;Endbestand;2021;-;
Innereien;Endbestand;2022;-;
Innereien;Endbestand;2023;-;
Innereien;Endbestand;1994;-;
Innereien;Endbestand;1995;-;
Innereien;Endbestand;1996;-;
Innereien;Endbestand;1998;-;
Innereien;Endbestand;1999;-;
Innereien;Endbestand;1997;-;
Innereien;Endbestand;2000;-;
Innereien;Endbestand;2001;-;
Innereien;Endbestand;2002;-;
Innereien;Endbestand;2003;-;
Innereien;Endbestand;2004;-;
Innereien;Endbestand;2006;-;
Innereien;Endbestand;2005;-;
Innereien;Endbestand;2007;-;
Innereien;Endbestand;2008;-;
Innereien;Endbestand;2010;-;
Innereien;Endbestand;2009;-;
Innereien;Endbestand;2011;-;
Innereien;Endbestand;2012;-;
Innereien;Endbestand;2013;-;
Innereien;Endbestand;2014;-;
Innereien;Endbestand;2015;-;
Innereien;Endbestand;2016;-;
Innereien;Endbestand;2017;-;
Innereien;Endbestand;2018;-;
Innereien;Einfuhr;2019;10890;
Innereien;Einfuhr;2020;11242;
Innereien;Einfuhr;2021;14871;
Innereien;Einfuhr;2022;14099;
Innereien;Einfuhr;2023;11814;
Innereien;Einfuhr;1994;314;
Innereien;Einfuhr;1995;3518;
Innereien;Einfuhr;1996;2348;
Innereien;Einfuhr;1998;3994;
Innereien;Einfuhr;1999;4891;
Innereien;Einfuhr;1997;2431;
Innereien;Einfuhr;2000;8340;
Innereien;Einfuhr;2001;7319;
Innereien;Einfuhr;2002;8404;
Innereien;Einfuhr;2003;7429;
Innereien;Einfuhr;2004;13010;
Innereien;Einfuhr;2006;7680;
Innereien;Einfuhr;2005;6705;
Innereien;Einfuhr;2007;8924;
Innereien;Einfuhr;2008;12971;
Innereien;Einfuhr;2010;11505;
Innereien;Einfuhr;2009;9718;
Innereien;Einfuhr;2011;15042;
Innereien;Einfuhr;2012;15416;
Innereien;Einfuhr;2013;12282;
Innereien;Einfuhr;2014;16692;
Innereien;Einfuhr;2015;12148;
Innereien;Einfuhr;2016;12659;
Innereien;Einfuhr;2017;11217;
Innereien;Einfuhr;2018;11339;
Innereien;Ausfuhr;2019;71918;
Innereien;Ausfuhr;2020;71583;
Innereien;Ausfuhr;2021;74930;
Innereien;Ausfuhr;2022;70908;
Innereien;Ausfuhr;2023;69312;
Innereien;Ausfuhr;1994;1009;
Innereien;Ausfuhr;1995;13717;
Innereien;Ausfuhr;1996;19197;
Innereien;Ausfuhr;1998;29569;
Innereien;Ausfuhr;1999;26407;
Innereien;Ausfuhr;1997;24694;
Innereien;Ausfuhr;2000;31496;
Innereien;Ausfuhr;2001;33000;
Innereien;Ausfuhr;2002;34861;
Innereien;Ausfuhr;2003;37585;
Innereien;Ausfuhr;2004;42128;
Innereien;Ausfuhr;2006;41667;
Innereien;Ausfuhr;2005;38809;
Innereien;Ausfuhr;2007;47078;
Innereien;Ausfuhr;2008;51862;
Innereien;Ausfuhr;2010;46438;
Innereien;Ausfuhr;2009;43124;
Innereien;Ausfuhr;2011;50283;
Innereien;Ausfuhr;2012;54027;
Innereien;Ausfuhr;2013;57327;
Innereien;Ausfuhr;2014;76551;
Innereien;Ausfuhr;2015;75707;
Innereien;Ausfuhr;2016;75405;
Innereien;Ausfuhr;2017;73286;
Innereien;Ausfuhr;2018;73239;
Innereien;INLANDSVERBRAUCH;2019;10865;
Innereien;INLANDSVERBRAUCH;2020;10367;
Innereien;INLANDSVERBRAUCH;2021;10438;
Innereien;INLANDSVERBRAUCH;2022;11640;
Innereien;INLANDSVERBRAUCH;2023;9056;
Innereien;INLANDSVERBRAUCH;1994;28018;
Innereien;INLANDSVERBRAUCH;1995;32995;
Innereien;INLANDSVERBRAUCH;1996;29515;
Innereien;INLANDSVERBRAUCH;1998;20014;
Innereien;INLANDSVERBRAUCH;1999;25679;
Innereien;INLANDSVERBRAUCH;1997;22809;
Innereien;INLANDSVERBRAUCH;2000;23388;
Innereien;INLANDSVERBRAUCH;2001;21026;
Innereien;INLANDSVERBRAUCH;2002;21149;
Innereien;INLANDSVERBRAUCH;2003;20657;
Innereien;INLANDSVERBRAUCH;2004;25201;
Innereien;INLANDSVERBRAUCH;2006;21027;
Innereien;INLANDSVERBRAUCH;2005;21766;
Innereien;INLANDSVERBRAUCH;2007;18548;
Innereien;INLANDSVERBRAUCH;2008;18345;
Innereien;INLANDSVERBRAUCH;2010;19849;
Innereien;INLANDSVERBRAUCH;2009;20749;
Innereien;INLANDSVERBRAUCH;2011;19191;
Innereien;INLANDSVERBRAUCH;2012;14931;
Innereien;INLANDSVERBRAUCH;2013;12415;
Innereien;INLANDSVERBRAUCH;2014;10816;
Innereien;INLANDSVERBRAUCH;2015;8335;
Innereien;INLANDSVERBRAUCH;2016;8784;
Innereien;INLANDSVERBRAUCH;2017;8913;
Innereien;INLANDSVERBRAUCH;2018;10374;
Innereien;Inlandsverbrauch pro Kopf in kg;2019;1,2;
Innereien;Inlandsverbrauch pro Kopf in kg;2020;1,2;
Innereien;Inlandsverbrauch pro Kopf in kg;2021;1,2;
Innereien;Inlandsverbrauch pro Kopf in kg;2022;1,3;
Innereien;Inlandsverbrauch pro Kopf in kg;2023;1;
Innereien;Inlandsverbrauch pro Kopf in kg;1994;3,5;
Innereien;Inlandsverbrauch pro Kopf in kg;1995;4,1;
Innereien;Inlandsverbrauch pro Kopf in kg;1996;3,7;
Innereien;Inlandsverbrauch pro Kopf in kg;1998;2,5;
Innereien;Inlandsverbrauch pro Kopf in kg;1999;3,2;
Innereien;Inlandsverbrauch pro Kopf in kg;1997;2,8;
Innereien;Inlandsverbrauch pro Kopf in kg;2000;2,9;
Innereien;Inlandsverbrauch pro Kopf in kg;2001;2,6;
Innereien;Inlandsverbrauch pro Kopf in kg;2002;2,6;
Innereien;Inlandsverbrauch pro Kopf in kg;2003;2,6;
Innereien;Inlandsverbrauch pro Kopf in kg;2004;3,1;
Innereien;Inlandsverbrauch pro Kopf in kg;2006;2,5;
Innereien;Inlandsverbrauch pro Kopf in kg;2005;2,6;
Innereien;Inlandsverbrauch pro Kopf in kg;2007;2,2;
Innereien;Inlandsverbrauch pro Kopf in kg;2008;2,2;
Innereien;Inlandsverbrauch pro Kopf in kg;2010;2,4;
Innereien;Inlandsverbrauch pro Kopf in kg;2009;2,5;
Innereien;Inlandsverbrauch pro Kopf in kg;2011;2,3;
Innereien;Inlandsverbrauch pro Kopf in kg;2012;1,8;
Innereien;Inlandsverbrauch pro Kopf in kg;2013;1,5;
Innereien;Inlandsverbrauch pro Kopf in kg;2014;1,3;
Innereien;Inlandsverbrauch pro Kopf in kg;2015;1;
Innereien;Inlandsverbrauch pro Kopf in kg;2016;1;
Innereien;Inlandsverbrauch pro Kopf in kg;2017;1;
Innereien;Inlandsverbrauch pro Kopf in kg;2018;1,2;
Innereien;SELBSTVERSORGUNGSGRAD in %;2019;624;
Innereien;SELBSTVERSORGUNGSGRAD in %;2020;643;
Innereien;SELBSTVERSORGUNGSGRAD in %;2021;632;
Innereien;SELBSTVERSORGUNGSGRAD in %;2022;553;
Innereien;SELBSTVERSORGUNGSGRAD in %;2023;696;
Innereien;SELBSTVERSORGUNGSGRAD in %;1994;106;
Innereien;SELBSTVERSORGUNGSGRAD in %;1995;134;
Innereien;SELBSTVERSORGUNGSGRAD in %;1996;161;
Innereien;SELBSTVERSORGUNGSGRAD in %;1998;231;
Innereien;SELBSTVERSORGUNGSGRAD in %;1999;185;
Innereien;SELBSTVERSORGUNGSGRAD in %;1997;202;
Innereien;SELBSTVERSORGUNGSGRAD in %;2000;199;
Innereien;SELBSTVERSORGUNGSGRAD in %;2001;221;
Innereien;SELBSTVERSORGUNGSGRAD in %;2002;220;
Innereien;SELBSTVERSORGUNGSGRAD in %;2003;242;
Innereien;SELBSTVERSORGUNGSGRAD in %;2004;208;
Innereien;SELBSTVERSORGUNGSGRAD in %;2006;249;
Innereien;SELBSTVERSORGUNGSGRAD in %;2005;236;
Innereien;SELBSTVERSORGUNGSGRAD in %;2007;292;
Innereien;SELBSTVERSORGUNGSGRAD in %;2008;294;
Innereien;SELBSTVERSORGUNGSGRAD in %;2010;263;
Innereien;SELBSTVERSORGUNGSGRAD in %;2009;248;
Innereien;SELBSTVERSORGUNGSGRAD in %;2011;273;
Innereien;SELBSTVERSORGUNGSGRAD in %;2012;344;
Innereien;SELBSTVERSORGUNGSGRAD in %;2013;439;
Innereien;SELBSTVERSORGUNGSGRAD in %;2014;620;
Innereien;SELBSTVERSORGUNGSGRAD in %;2015;810;
Innereien;SELBSTVERSORGUNGSGRAD in %;2016;767;
Innereien;SELBSTVERSORGUNGSGRAD in %;2017;753;
Innereien;SELBSTVERSORGUNGSGRAD in %;2018;656;
Innereien;Menschlicher Verzehr;2019;2825;
Innereien;Menschlicher Verzehr;2020;2696;
Innereien;Menschlicher Verzehr;2021;2714;
Innereien;Menschlicher Verzehr;2022;3026;
Innereien;Menschlicher Verzehr;2023;2354;
Innereien;Menschlicher Verzehr;1994;7285;
Innereien;Menschlicher Verzehr;1995;8579;
Innereien;Menschlicher Verzehr;1996;7674;
Innereien;Menschlicher Verzehr;1998;5204;
Innereien;Menschlicher Verzehr;1999;6676;
Innereien;Menschlicher Verzehr;1997;5930;
Innereien;Menschlicher Verzehr;2000;6081;
Innereien;Menschlicher Verzehr;2001;5467;
Innereien;Menschlicher Verzehr;2002;5499;
Innereien;Menschlicher Verzehr;2003;5371;
Innereien;Menschlicher Verzehr;2004;6552;
Innereien;Menschlicher Verzehr;2006;5467;
Innereien;Menschlicher Verzehr;2005;5659;
Innereien;Menschlicher Verzehr;2007;4823;
Innereien;Menschlicher Verzehr;2008;4770;
Innereien;Menschlicher Verzehr;2010;5161;
Innereien;Menschlicher Verzehr;2009;5395;
Innereien;Menschlicher Verzehr;2011;4990;
Innereien;Menschlicher Verzehr;2012;3882;
Innereien;Menschlicher Verzehr;2013;3228;
Innereien;Menschlicher Verzehr;2014;2812;
Innereien;Menschlicher Verzehr;2015;2167;
Innereien;Menschlicher Verzehr;2016;2284;
Innereien;Menschlicher Verzehr;2017;2317;
Innereien;Menschlicher Verzehr;2018;2697;
Innereien;Menschlicher Verzehr pro Kopf in kg;2019;0,3;
Innereien;Menschlicher Verzehr pro Kopf in kg;2020;0,3;
Innereien;Menschlicher Verzehr pro Kopf in kg;2021;0,3;
Innereien;Menschlicher Verzehr pro Kopf in kg;2022;0,3;
Innereien;Menschlicher Verzehr pro Kopf in kg;2023;0,3;
Innereien;Menschlicher Verzehr pro Kopf in kg;1994;0,9;
Innereien;Menschlicher Verzehr pro Kopf in kg;1995;1,1;
Innereien;Menschlicher Verzehr pro Kopf in kg;1996;1;
Innereien;Menschlicher Verzehr pro Kopf in kg;1998;0,6;
Innereien;Menschlicher Verzehr pro Kopf in kg;1999;0,8;
Innereien;Menschlicher Verzehr pro Kopf in kg;1997;0,7;
Innereien;Menschlicher Verzehr pro Kopf in kg;2000;0,7;
Innereien;Menschlicher Verzehr pro Kopf in kg;2001;0,7;
Innereien;Menschlicher Verzehr pro Kopf in kg;2002;0,7;
Innereien;Menschlicher Verzehr pro Kopf in kg;2003;0,7;
Innereien;Menschlicher Verzehr pro Kopf in kg;2004;0,8;
Innereien;Menschlicher Verzehr pro Kopf in kg;2006;0,7;
Innereien;Menschlicher Verzehr pro Kopf in kg;2005;0,7;
Innereien;Menschlicher Verzehr pro Kopf in kg;2007;0,6;
Innereien;Menschlicher Verzehr pro Kopf in kg;2008;0,6;
Innereien;Menschlicher Verzehr pro Kopf in kg;2010;0,6;
Innereien;Menschlicher Verzehr pro Kopf in kg;2009;0,6;
Innereien;Menschlicher Verzehr pro Kopf in kg;2011;0,6;
Innereien;Menschlicher Verzehr pro Kopf in kg;2012;0,5;
Innereien;Menschlicher Verzehr pro Kopf in kg;2013;0,4;
Innereien;Menschlicher Verzehr pro Kopf in kg;2014;0,3;
Innereien;Menschlicher Verzehr pro Kopf in kg;2015;0,3;
Innereien;Menschlicher Verzehr pro Kopf in kg;2016;0,3;
Innereien;Menschlicher Verzehr pro Kopf in kg;2017;0,3;
Innereien;Menschlicher Verzehr pro Kopf in kg;2018;0,3;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2019;218;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2020;149;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2021;-;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2022;-;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2023;-;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;1994;588;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;1995;631;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;1996;706;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;1998;833;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;1999;855;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;1997;829;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2000;942;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2001;1198;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2002;1167;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2003;833;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2004;627;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2006;849;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2005;798;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2007;777;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2008;705;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2010;588;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2009;799;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2011;878;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2012;845;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2013;681;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2014;602;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2015;432;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2016;308;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2017;254;
Pferdefleisch;BRUTTOEIGENERZEUGUNG;2018;245;
Pferdefleisch;Einfuhr lebender Tiere;2019;25;
Pferdefleisch;Einfuhr lebender Tiere;2020;18;
Pferdefleisch;Einfuhr lebender Tiere;2021;-;
Pferdefleisch;Einfuhr lebender Tiere;2022;-;
Pferdefleisch;Einfuhr lebender Tiere;2023;-;
Pferdefleisch;Einfuhr lebender Tiere;1994;434;
Pferdefleisch;Einfuhr lebender Tiere;1995;176;
Pferdefleisch;Einfuhr lebender Tiere;1996;141;
Pferdefleisch;Einfuhr lebender Tiere;1998;163;
Pferdefleisch;Einfuhr lebender Tiere;1999;145;
Pferdefleisch;Einfuhr lebender Tiere;1997;144;
Pferdefleisch;Einfuhr lebender Tiere;2000;128;
Pferdefleisch;Einfuhr lebender Tiere;2001;127;
Pferdefleisch;Einfuhr lebender Tiere;2002;131;
Pferdefleisch;Einfuhr lebender Tiere;2003;196;
Pferdefleisch;Einfuhr lebender Tiere;2004;143;
Pferdefleisch;Einfuhr lebender Tiere;2006;15;
Pferdefleisch;Einfuhr lebender Tiere;2005;44;
Pferdefleisch;Einfuhr lebender Tiere;2007;11;
Pferdefleisch;Einfuhr lebender Tiere;2008;9;
Pferdefleisch;Einfuhr lebender Tiere;2010;15;
Pferdefleisch;Einfuhr lebender Tiere;2009;12;
Pferdefleisch;Einfuhr lebender Tiere;2011;9;
Pferdefleisch;Einfuhr lebender Tiere;2012;9;
Pferdefleisch;Einfuhr lebender Tiere;2013;9;
Pferdefleisch;Einfuhr lebender Tiere;2014;13;
Pferdefleisch;Einfuhr lebender Tiere;2015;4;
Pferdefleisch;Einfuhr lebender Tiere;2016;6;
Pferdefleisch;Einfuhr lebender Tiere;2017;18;
Pferdefleisch;Einfuhr lebender Tiere;2018;15;
Pferdefleisch;Ausfuhr lebender Tiere;2019;122;
Pferdefleisch;Ausfuhr lebender Tiere;2020;77;
Pferdefleisch;Ausfuhr lebender Tiere;2021;-;
Pferdefleisch;Ausfuhr lebender Tiere;2022;-;
Pferdefleisch;Ausfuhr lebender Tiere;2023;-;
Pferdefleisch;Ausfuhr lebender Tiere;1994;557;
Pferdefleisch;Ausfuhr lebender Tiere;1995;381;
Pferdefleisch;Ausfuhr lebender Tiere;1996;516;
Pferdefleisch;Ausfuhr lebender Tiere;1998;620;
Pferdefleisch;Ausfuhr lebender Tiere;1999;669;
Pferdefleisch;Ausfuhr lebender Tiere;1997;614;
Pferdefleisch;Ausfuhr lebender Tiere;2000;683;
Pferdefleisch;Ausfuhr lebender Tiere;2001;1027;
Pferdefleisch;Ausfuhr lebender Tiere;2002;1064;
Pferdefleisch;Ausfuhr lebender Tiere;2003;815;
Pferdefleisch;Ausfuhr lebender Tiere;2004;556;
Pferdefleisch;Ausfuhr lebender Tiere;2006;669;
Pferdefleisch;Ausfuhr lebender Tiere;2005;624;
Pferdefleisch;Ausfuhr lebender Tiere;2007;625;
Pferdefleisch;Ausfuhr lebender Tiere;2008;528;
Pferdefleisch;Ausfuhr lebender Tiere;2010;413;
Pferdefleisch;Ausfuhr lebender Tiere;2009;610;
Pferdefleisch;Ausfuhr lebender Tiere;2011;693;
Pferdefleisch;Ausfuhr lebender Tiere;2012;670;
Pferdefleisch;Ausfuhr lebender Tiere;2013;491;
Pferdefleisch;Ausfuhr lebender Tiere;2014;417;
Pferdefleisch;Ausfuhr lebender Tiere;2015;275;
Pferdefleisch;Ausfuhr lebender Tiere;2016;199;
Pferdefleisch;Ausfuhr lebender Tiere;2017;161;
Pferdefleisch;Ausfuhr lebender Tiere;2018;126;
Pferdefleisch;NETTOERZEUGUNG;2019;120;
Pferdefleisch;NETTOERZEUGUNG;2020;90;
Pferdefleisch;NETTOERZEUGUNG;2021;-;
Pferdefleisch;NETTOERZEUGUNG;2022;-;
Pferdefleisch;NETTOERZEUGUNG;2023;-;
Pferdefleisch;NETTOERZEUGUNG;1994;465;
Pferdefleisch;NETTOERZEUGUNG;1995;426;
Pferdefleisch;NETTOERZEUGUNG;1996;332;
Pferdefleisch;NETTOERZEUGUNG;1998;376;
Pferdefleisch;NETTOERZEUGUNG;1999;331;
Pferdefleisch;NETTOERZEUGUNG;1997;359;
Pferdefleisch;NETTOERZEUGUNG;2000;387;
Pferdefleisch;NETTOERZEUGUNG;2001;298;
Pferdefleisch;NETTOERZEUGUNG;2002;234;
Pferdefleisch;NETTOERZEUGUNG;2003;214;
Pferdefleisch;NETTOERZEUGUNG;2004;214;
Pferdefleisch;NETTOERZEUGUNG;2006;195;
Pferdefleisch;NETTOERZEUGUNG;2005;218;
Pferdefleisch;NETTOERZEUGUNG;2007;164;
Pferdefleisch;NETTOERZEUGUNG;2008;186;
Pferdefleisch;NETTOERZEUGUNG;2010;190;
Pferdefleisch;NETTOERZEUGUNG;2009;201;
Pferdefleisch;NETTOERZEUGUNG;2011;194;
Pferdefleisch;NETTOERZEUGUNG;2012;184;
Pferdefleisch;NETTOERZEUGUNG;2013;198;
Pferdefleisch;NETTOERZEUGUNG;2014;197;
Pferdefleisch;NETTOERZEUGUNG;2015;161;
Pferdefleisch;NETTOERZEUGUNG;2016;116;
Pferdefleisch;NETTOERZEUGUNG;2017;110;
Pferdefleisch;NETTOERZEUGUNG;2018;134;
Pferdefleisch;Anfangsbestand;2019;-;
Pferdefleisch;Anfangsbestand;2020;-;
Pferdefleisch;Anfangsbestand;2021;-;
Pferdefleisch;Anfangsbestand;2022;-;
Pferdefleisch;Anfangsbestand;2023;-;
Pferdefleisch;Anfangsbestand;1994;-;
Pferdefleisch;Anfangsbestand;1995;-;
Pferdefleisch;Anfangsbestand;1996;-;
Pferdefleisch;Anfangsbestand;1998;-;
Pferdefleisch;Anfangsbestand;1999;-;
Pferdefleisch;Anfangsbestand;1997;-;
Pferdefleisch;Anfangsbestand;2000;-;
Pferdefleisch;Anfangsbestand;2001;-;
Pferdefleisch;Anfangsbestand;2002;-;
Pferdefleisch;Anfangsbestand;2003;-;
Pferdefleisch;Anfangsbestand;2004;-;
Pferdefleisch;Anfangsbestand;2006;-;
Pferdefleisch;Anfangsbestand;2005;-;
Pferdefleisch;Anfangsbestand;2007;-;
Pferdefleisch;Anfangsbestand;2008;-;
Pferdefleisch;Anfangsbestand;2010;-;
Pferdefleisch;Anfangsbestand;2009;-;
Pferdefleisch;Anfangsbestand;2011;-;
Pferdefleisch;Anfangsbestand;2012;-;
Pferdefleisch;Anfangsbestand;2013;-;
Pferdefleisch;Anfangsbestand;2014;-;
Pferdefleisch;Anfangsbestand;2015;-;
Pferdefleisch;Anfangsbestand;2016;-;
Pferdefleisch;Anfangsbestand;2017;-;
Pferdefleisch;Anfangsbestand;2018;-;
Pferdefleisch;Endbestand;2019;-;
Pferdefleisch;Endbestand;2020;-;
Pferdefleisch;Endbestand;2021;-;
Pferdefleisch;Endbestand;2022;-;
Pferdefleisch;Endbestand;2023;-;
Pferdefleisch;Endbestand;1994;-;
Pferdefleisch;Endbestand;1995;-;
Pferdefleisch;Endbestand;1996;-;
Pferdefleisch;Endbestand;1998;-;
Pferdefleisch;Endbestand;1999;-;
Pferdefleisch;Endbestand;1997;-;
Pferdefleisch;Endbestand;2000;-;
Pferdefleisch;Endbestand;2001;-;
Pferdefleisch;Endbestand;2002;-;
Pferdefleisch;Endbestand;2003;-;
Pferdefleisch;Endbestand;2004;-;
Pferdefleisch;Endbestand;2006;-;
Pferdefleisch;Endbestand;2005;-;
Pferdefleisch;Endbestand;2007;-;
Pferdefleisch;Endbestand;2008;-;
Pferdefleisch;Endbestand;2010;-;
Pferdefleisch;Endbestand;2009;-;
Pferdefleisch;Endbestand;2011;-;
Pferdefleisch;Endbestand;2012;-;
Pferdefleisch;Endbestand;2013;-;
Pferdefleisch;Endbestand;2014;-;
Pferdefleisch;Endbestand;2015;-;
Pferdefleisch;Endbestand;2016;-;
Pferdefleisch;Endbestand;2017;-;
Pferdefleisch;Endbestand;2018;-;
Pferdefleisch;Einfuhr;2019;318;
Pferdefleisch;Einfuhr;2020;260;
Pferdefleisch;Einfuhr;2021;-;
Pferdefleisch;Einfuhr;2022;-;
Pferdefleisch;Einfuhr;2023;-;
Pferdefleisch;Einfuhr;1994;447;
Pferdefleisch;Einfuhr;1995;454;
Pferdefleisch;Einfuhr;1996;767;
Pferdefleisch;Einfuhr;1998;311;
Pferdefleisch;Einfuhr;1999;382;
Pferdefleisch;Einfuhr;1997;480;
Pferdefleisch;Einfuhr;2000;474;
Pferdefleisch;Einfuhr;2001;430;
Pferdefleisch;Einfuhr;2002;430;
Pferdefleisch;Einfuhr;2003;438;
Pferdefleisch;Einfuhr;2004;470;
Pferdefleisch;Einfuhr;2006;452;
Pferdefleisch;Einfuhr;2005;550;
Pferdefleisch;Einfuhr;2007;444;
Pferdefleisch;Einfuhr;2008;351;
Pferdefleisch;Einfuhr;2010;288;
Pferdefleisch;Einfuhr;2009;342;
Pferdefleisch;Einfuhr;2011;302;
Pferdefleisch;Einfuhr;2012;301;
Pferdefleisch;Einfuhr;2013;77;
Pferdefleisch;Einfuhr;2014;127;
Pferdefleisch;Einfuhr;2015;96;
Pferdefleisch;Einfuhr;2016;158;
Pferdefleisch;Einfuhr;2017;137;
Pferdefleisch;Einfuhr;2018;317;
Pferdefleisch;Ausfuhr;2019;1;
Pferdefleisch;Ausfuhr;2020;-;
Pferdefleisch;Ausfuhr;2021;-;
Pferdefleisch;Ausfuhr;2022;-;
Pferdefleisch;Ausfuhr;2023;-;
Pferdefleisch;Ausfuhr;1994;-;
Pferdefleisch;Ausfuhr;1995;-;
Pferdefleisch;Ausfuhr;1996;-;
Pferdefleisch;Ausfuhr;1998;2;
Pferdefleisch;Ausfuhr;1999;1;
Pferdefleisch;Ausfuhr;1997;-;
Pferdefleisch;Ausfuhr;2000;-;
Pferdefleisch;Ausfuhr;2001;-;
Pferdefleisch;Ausfuhr;2002;15;
Pferdefleisch;Ausfuhr;2003;-;
Pferdefleisch;Ausfuhr;2004;6;
Pferdefleisch;Ausfuhr;2006;-;
Pferdefleisch;Ausfuhr;2005;-;
